/SiMCosta RJ-4 buoy 
/L1 data
/missing = NULL
/latitude = -22.97155
/longitude = -43.1502167
/Sensor Mount = Buoy
/Acknowledging or Crediting SiMCosta as Information Source : (Product or data name) courtesy of the Brazilian Coastal Monitoring System - SiMCosta  (www.simcosta.furg.br)
/Disclaimer: All products published on this website are not intended to be used for navigational or operational purposes.
/*Magnetic Declination Reference: Chulliat, A., S. Macmillan, P. Alken, C. Beggan, M. Nair, B. Hamilton, A. Woods, V. Ridley, S. Maus and A. Thomson, 2014. The US/UK World Magnetic Model for 2015-2020, NOAA National Geophysical Data Center, Boulder, CO, doi: 10.7289/V5TH8JNW 
/YEAR MONTH DAY HOUR MINUTE SECOND: Date/Time Data Acquisition (UTC)
/Avg_Air_Press: Average Air Pressure (mb)
/Avg_Air_Tmp: Average Air Temperature (degree Celsius)
/Hmt: Instantaneous Humidity (%)
/Avg_Hmt: Average Humidity (%)
/Avg_DewP: Average Dew Point (degree Celsius)
/Avg_Wnd_Sp: Average Wind Speed (m/s)
/Avg_Wnd_Dir: Average Wind Direction (degree, magnetic north)
/Avg_Wnd_Dir_N: Average Wind Direction (degree, true north)
/M_Decl: Magnetic Declination (degree)
/Gust_Sp: Last Sampling Interval Gust Speed (m/s)
/Avg_Sol_Rad: Average Solar Radiation Reading (W/m²)
YEAR,MONTH,DAY,HOUR,MINUTE,SECOND,Avg_Air_Press,Avg_Air_Tmp,Hmt,Avg_Hmt,Avg_DewP,Avg_Wnd_Sp,Avg_Wnd_Dir,Avg_Wnd_Dir_N,M_Decl,Gust_Sp,Avg_Sol_Rad
2017,8,30,20,55,00,1013.31,21.80,79.40,78.10,17.80,3.10,246.00,223.26,-22.74,3.70,50.72
2017,8,30,21,25,00,1013.53,21.70,78.60,78.70,17.80,3.00,265.00,242.26,-22.74,3.40,43.46
2017,8,30,21,55,00,1013.82,21.50,78.80,79.20,17.70,2.80,244.00,221.26,-22.74,3.30,43.67
2017,8,30,22,25,00,1013.83,22.30,76.50,74.20,17.50,2.60,221.00,198.26,-22.74,3.10,42.89
2017,8,30,23,25,00,1014.47,20.80,81.90,82.80,17.70,1.00,239.00,216.26,-22.74,1.60,42.93
2017,8,30,23,55,00,1014.64,20.70,85.50,84.40,18.00,1.00,53.00,30.26,-22.74,1.70,43.15
2017,8,31,0,25,00,1014.67,20.40,85.00,85.20,17.90,0.50,298.00,275.26,-22.74,1.40,44.37
2017,8,31,0,55,00,1014.89,20.50,87.10,85.80,18.00,1.30,298.00,275.26,-22.74,2.10,42.07
2017,8,31,1,55,00,1015.13,19.80,87.90,88.00,17.70,1.20,292.00,269.26,-22.74,1.60,41.84
2017,8,31,2,25,00,1015.03,20.00,85.10,86.20,17.60,1.30,311.00,288.26,-22.74,1.80,42.97
2017,8,31,2,55,00,1014.85,23.50,69.90,67.30,17.00,2.20,27.00,4.26,-22.74,3.00,40.50
2017,8,31,3,25,00,1014.77,22.80,67.00,69.40,16.90,2.30,22.00,359.26,-22.74,3.30,40.98
2017,8,31,3,55,00,1014.66,21.60,76.70,76.40,17.30,0.80,236.00,213.26,-22.74,2.10,41.80
2017,8,31,4,25,00,1014.56,23.20,70.80,70.90,17.60,3.80,24.00,1.26,-22.74,5.00,41.88
2017,8,31,4,55,00,1014.37,22.90,72.80,72.10,17.60,4.20,30.00,7.26,-22.74,5.70,40.74
2017,8,31,5,25,00,1014.50,21.50,82.30,79.20,17.80,1.90,285.00,262.26,-22.74,3.00,43.48
2017,8,31,5,55,00,1014.64,19.70,89.00,88.20,17.70,2.40,242.00,219.26,-22.74,2.80,42.02
2017,8,31,6,25,00,1015.33,19.30,90.90,90.80,17.80,4.30,259.00,236.26,-22.74,5.50,42.17
2017,8,31,6,55,00,1015.60,19.30,90.80,91.10,17.80,4.30,272.00,249.26,-22.74,5.30,43.29
2017,8,31,7,25,00,1015.86,19.80,86.60,87.60,17.70,6.90,252.00,229.26,-22.74,10.20,42.83
2017,8,31,7,55,00,1016.52,20.20,85.20,84.20,17.40,10.70,263.00,240.26,-22.74,13.90,42.63
2017,8,31,8,25,00,1017.54,20.60,84.20,83.00,17.60,11.80,271.00,248.26,-22.74,15.00,42.72
2017,8,31,8,55,00,1018.34,19.90,89.20,88.70,18.00,12.50,270.00,247.26,-22.74,15.40,40.99
2017,8,31,9,25,00,1019.13,19.40,89.90,89.60,17.60,12.10,268.00,245.26,-22.74,14.60,46.23
2017,8,31,9,55,00,1019.76,19.40,87.80,88.20,17.40,10.70,268.00,245.26,-22.74,13.20,82.61
2017,8,31,10,25,00,1020.43,19.80,85.70,86.30,17.50,9.60,272.00,249.26,-22.74,11.80,122.64
2017,8,31,10,55,00,1020.99,20.10,84.30,85.00,17.50,9.20,274.00,251.26,-22.74,10.80,120.65
2017,8,31,11,25,00,1021.57,20.50,82.80,83.00,17.50,8.20,275.00,252.26,-22.74,9.90,161.77
2017,8,31,11,55,00,1022.11,20.40,83.90,83.50,17.50,6.80,269.00,246.26,-22.74,8.10,146.27
2017,8,31,12,55,00,1022.53,20.10,86.50,85.00,17.50,5.90,260.00,237.26,-22.74,7.40,474.20
2017,8,31,13,25,00,1022.70,20.10,86.40,86.60,17.80,7.20,270.00,247.26,-22.74,8.70,472.41
2017,8,31,13,55,00,1022.81,19.70,88.00,87.60,17.60,7.60,264.00,241.26,-22.74,9.10,508.33
2017,8,31,14,25,00,1022.81,19.50,88.80,88.70,17.50,7.80,266.00,243.26,-22.74,9.30,607.37
2017,8,31,14,55,00,1022.65,19.60,90.00,90.00,17.90,7.90,274.00,251.26,-22.74,9.80,455.62
2017,8,31,15,25,00,1022.72,19.40,91.30,91.30,17.90,6.50,276.00,253.26,-22.74,7.90,128.57
2017,8,31,16,25,00,1022.56,19.00,93.90,93.80,18.00,6.20,271.00,248.26,-22.74,8.70,98.09
2017,8,31,17,55,00,1022.68,19.30,89.10,89.30,17.50,6.20,273.00,250.26,-22.74,7.80,80.44
2017,8,31,18,25,00,1022.80,19.60,86.50,86.80,17.40,5.90,273.00,250.26,-22.74,7.40,81.40
2017,8,31,18,55,00,1022.95,19.40,85.60,85.60,16.90,6.20,265.00,242.26,-22.74,7.80,121.43
2017,8,31,19,55,00,1023.33,18.70,90.90,91.00,17.20,3.60,256.00,233.26,-22.74,4.20,95.08
2017,8,31,20,25,00,1023.67,18.60,90.10,90.40,17.00,5.30,265.00,242.26,-22.74,6.50,56.36
2017,8,31,20,55,00,1024.15,18.50,91.30,91.30,17.10,5.60,258.00,235.26,-22.74,6.60,43.06
2017,8,31,21,25,00,1024.36,18.60,90.80,90.80,17.10,5.60,263.00,240.26,-22.74,6.60,41.10
2017,8,31,21,55,00,1024.55,18.60,90.40,90.70,17.00,4.60,261.00,238.26,-22.74,5.70,41.58
2017,8,31,22,55,00,1024.88,18.80,88.40,88.50,16.80,4.10,260.00,237.26,-22.74,4.80,40.79
2017,8,31,23,25,00,1025.03,18.80,88.30,88.40,16.80,4.00,263.00,240.26,-22.74,4.70,41.47
2017,8,31,23,55,00,1025.02,18.50,90.00,89.80,16.80,2.40,255.00,232.26,-22.74,2.80,41.05
2017,9,1,0,25,00,1025.21,18.60,89.30,89.20,16.80,2.90,252.00,229.25,-22.75,3.80,41.30
2017,9,1,0,55,00,1025.28,18.50,90.50,90.40,16.90,3.50,247.00,224.25,-22.75,4.00,40.60
2017,9,1,1,25,00,1025.46,18.40,90.60,90.50,16.80,3.70,251.00,228.25,-22.75,4.60,40.78
2017,9,1,1,55,00,1025.51,18.40,90.30,90.30,16.80,4.00,260.00,237.25,-22.75,4.90,41.11
2017,9,1,2,55,00,1025.45,18.40,89.60,89.70,16.70,5.20,251.00,228.25,-22.75,6.10,41.16
2017,9,1,3,25,00,1025.39,18.50,89.70,89.60,16.70,3.90,273.00,250.25,-22.75,4.60,41.39
2017,9,1,3,55,00,1025.24,18.20,89.90,90.10,16.60,4.50,262.00,239.25,-22.75,5.80,41.48
2017,9,1,4,25,00,1025.11,18.20,91.50,91.00,16.70,4.80,270.00,247.25,-22.75,6.30,41.21
2017,9,1,4,55,00,1024.95,18.00,93.40,93.10,16.80,3.60,267.00,244.25,-22.75,4.70,38.08
2017,9,1,5,25,00,1024.98,18.00,94.50,94.30,17.00,2.70,265.00,242.25,-22.75,3.60,40.19
2017,9,1,6,25,00,1024.69,17.80,95.80,95.70,17.20,1.80,243.00,220.25,-22.75,2.60,35.74
2017,9,1,6,55,00,1024.65,18.00,96.30,96.20,17.30,3.20,227.00,204.25,-22.75,4.70,34.18
2017,9,1,7,25,00,1024.93,17.70,96.20,96.20,17.10,0.90,215.00,192.25,-22.75,1.70,33.76
2017,9,1,8,25,00,1025.03,17.70,95.80,96.00,17.00,2.10,333.00,310.25,-22.75,3.10,33.33
2017,9,1,8,55,00,1025.69,18.10,92.30,92.80,16.90,2.40,249.00,226.25,-22.75,3.60,36.71
2017,9,1,10,25,00,1026.78,18.70,88.60,88.50,16.70,1.30,211.00,188.25,-22.75,2.30,79.83
2017,9,1,10,55,00,1027.18,18.80,89.30,89.30,17.00,2.50,162.00,139.25,-22.75,4.00,99.24
2017,9,1,11,25,00,1027.54,19.00,89.10,89.20,17.20,2.30,167.00,144.25,-22.75,3.10,155.96
2017,9,1,12,25,00,1028.30,19.10,86.40,86.60,16.80,1.50,222.00,199.25,-22.75,2.30,388.52
2017,9,1,12,55,00,1028.56,19.20,81.40,82.70,16.20,1.50,217.00,194.25,-22.75,2.70,462.66
2017,9,1,13,25,00,1028.62,19.40,78.30,78.10,15.50,2.40,174.00,151.25,-22.75,3.30,479.85
2017,9,1,13,55,00,1028.64,19.20,79.70,79.00,15.40,2.60,200.00,177.25,-22.75,3.80,376.54
2017,9,1,14,25,00,1028.53,19.00,79.40,79.60,15.40,1.90,206.00,183.25,-22.75,3.00,523.71
2017,9,1,14,55,00,1028.28,19.10,79.20,79.40,15.40,1.90,206.00,183.25,-22.75,3.00,452.58
2017,9,1,15,25,00,1028.02,19.20,79.70,79.10,15.50,2.20,191.00,168.25,-22.75,3.20,441.24
2017,9,1,15,55,00,1027.49,19.30,77.30,78.20,15.40,1.60,197.00,174.25,-22.75,2.60,674.11
2017,9,1,16,25,00,1027.06,19.40,78.10,78.40,15.60,1.90,185.00,162.25,-22.75,3.40,566.90
2017,9,1,17,55,00,1026.69,19.40,77.40,76.90,15.20,4.90,142.00,119.25,-22.75,6.20,404.42
2017,9,1,18,25,00,1026.52,19.30,78.60,78.30,15.40,4.90,146.00,123.25,-22.75,6.40,638.56
2017,9,1,19,25,00,1026.91,18.90,80.50,81.10,15.50,3.30,138.00,115.25,-22.75,4.50,143.01
2017,9,1,19,55,00,1026.79,19.40,77.90,77.20,15.30,5.60,138.00,115.25,-22.75,7.60,125.00
2017,9,1,20,55,00,1027.04,19.60,74.20,74.60,14.90,6.10,137.00,114.25,-22.75,7.50,44.91
2017,9,1,21,25,00,1027.28,19.50,75.30,75.10,14.90,5.30,131.00,108.25,-22.75,7.20,34.04
2017,9,1,21,55,00,1027.54,19.40,77.00,76.30,15.10,2.60,113.00,90.25,-22.75,4.90,37.05
2017,9,1,22,25,00,1027.81,19.70,73.60,72.40,14.60,3.60,112.00,89.25,-22.75,4.90,36.34
2017,9,1,23,25,00,1028.20,19.50,75.20,75.40,15.00,1.80,155.00,132.25,-22.75,2.80,35.79
2017,9,1,23,55,00,1028.22,19.30,77.20,76.90,15.10,1.60,141.00,118.25,-22.75,2.40,32.13
2017,9,2,0,25,00,1028.52,18.80,84.20,83.80,16.00,1.00,187.00,164.25,-22.75,1.90,33.15
2017,9,2,0,55,00,1028.64,18.60,82.60,81.70,15.40,1.80,185.00,162.25,-22.75,3.50,33.29
2017,9,2,1,25,00,1028.78,18.50,84.60,84.40,15.80,1.20,117.00,94.25,-22.75,1.80,33.49
2017,9,2,2,25,00,1028.67,18.40,85.50,85.20,15.90,1.00,123.00,100.25,-22.75,1.80,33.13
2017,9,2,3,25,00,1028.26,18.50,85.10,84.70,15.80,1.40,257.00,234.25,-22.75,2.10,32.79
2017,9,2,3,55,00,1027.82,18.30,85.00,85.40,15.80,1.20,194.00,171.25,-22.75,2.00,32.33
2017,9,2,4,25,00,1027.66,18.40,85.20,84.80,15.80,1.10,192.00,169.25,-22.75,2.20,33.36
2017,9,2,4,55,00,1027.38,18.20,83.70,85.60,15.70,0.90,173.00,150.25,-22.75,1.60,33.36
2017,9,2,5,25,00,1027.28,18.30,84.40,85.30,15.80,1.20,246.00,223.25,-22.75,2.10,34.01
2017,9,2,5,55,00,1027.06,18.50,81.60,81.30,15.20,1.20,216.00,193.25,-22.75,2.50,33.41
2017,9,2,7,25,00,1026.53,18.50,83.10,83.10,15.50,1.80,147.00,124.25,-22.75,3.40,33.97
2017,9,2,7,55,00,1026.68,18.70,81.60,82.10,15.60,2.00,115.00,92.25,-22.75,2.70,33.29
2017,9,2,8,25,00,1026.91,19.00,77.30,78.30,15.10,1.50,114.00,91.25,-22.75,2.40,35.13
2017,9,2,8,55,00,1027.18,19.10,73.60,74.50,14.50,3.30,92.00,69.25,-22.75,4.90,34.13
2017,9,2,9,25,00,1027.50,19.50,72.80,72.20,14.40,5.90,97.00,74.25,-22.75,7.10,46.23
2017,9,2,9,55,00,1028.00,19.40,71.60,72.60,14.30,6.70,94.00,71.25,-22.75,8.10,79.63
2017,9,2,10,25,00,1028.36,19.40,71.80,72.50,14.30,5.00,96.00,73.25,-22.75,6.30,187.15
2017,9,2,11,25,00,1029.14,19.30,75.50,75.40,14.80,4.80,124.00,101.25,-22.75,6.00,357.60
2017,9,2,11,55,00,1029.41,19.30,78.30,77.20,15.30,4.30,129.00,106.25,-22.75,6.00,450.88
2017,9,2,12,25,00,1029.49,19.50,76.80,77.00,15.40,4.40,131.00,108.25,-22.75,5.50,594.84
2017,9,2,12,55,00,1029.44,19.30,73.00,76.90,15.10,4.30,134.00,111.25,-22.75,5.50,300.61
2017,9,2,13,25,00,1029.41,20.10,72.20,72.10,14.90,4.80,138.00,115.25,-22.75,7.30,470.85
2017,9,2,13,55,00,1029.06,19.50,75.00,76.50,15.20,5.20,137.00,114.25,-22.75,7.60,530.06
2017,9,2,14,25,00,1028.51,19.10,81.20,79.90,15.60,6.60,140.00,117.25,-22.75,8.90,512.61
2017,9,2,14,55,00,1028.07,19.10,75.90,77.20,15.10,7.50,135.00,112.25,-22.75,9.80,715.79
2017,9,2,15,25,00,1027.66,19.20,76.20,77.60,15.20,8.00,140.00,117.25,-22.75,10.60,685.96
2017,9,2,15,55,00,1027.22,19.20,77.40,77.20,15.10,8.60,140.00,117.25,-22.75,10.80,943.57
2017,9,2,16,25,00,1026.46,19.40,75.70,76.50,15.20,9.70,135.00,112.25,-22.75,11.50,760.06
2017,9,2,16,55,00,1026.04,19.30,75.40,75.00,14.80,11.00,128.00,105.25,-22.75,13.10,368.93
2017,9,2,17,25,00,1025.65,19.20,74.60,75.40,14.70,10.10,129.00,106.25,-22.75,12.70,509.65
2017,9,2,17,55,00,1025.56,19.40,73.00,73.50,14.50,10.70,128.00,105.25,-22.75,13.30,567.30
2017,9,2,18,25,00,1025.68,19.40,73.80,73.70,14.60,10.40,128.00,105.25,-22.75,13.60,590.57
2017,9,2,18,55,00,1025.79,19.60,72.50,72.00,14.40,10.00,129.00,106.25,-22.75,12.50,504.95
2017,9,2,19,25,00,1025.82,19.50,74.80,74.70,14.90,9.10,128.00,105.25,-22.75,12.50,333.29
2017,9,2,19,55,00,1026.02,19.80,74.30,74.10,15.10,9.70,124.00,101.25,-22.75,11.80,268.13
2017,9,2,20,25,00,1026.13,19.80,76.80,76.20,15.40,8.80,122.00,99.25,-22.75,11.80,122.40
2017,9,2,20,55,00,1026.35,19.70,76.50,75.90,15.30,7.40,125.00,102.25,-22.75,9.20,50.95
2017,9,2,21,25,00,1026.60,19.70,75.60,75.40,15.20,5.90,123.00,100.25,-22.75,7.70,41.83
2017,9,2,22,25,00,1027.12,19.60,76.30,75.60,15.20,2.70,128.00,105.25,-22.75,4.30,38.96
2017,9,2,22,55,00,1027.42,20.00,70.00,70.10,14.40,4.00,102.00,79.25,-22.75,6.10,41.42
2017,9,2,23,25,00,1027.67,19.90,68.60,67.60,13.80,1.20,86.00,63.25,-22.75,3.00,41.01
2017,9,2,23,55,00,1027.83,19.80,68.60,69.70,14.10,1.70,62.00,39.25,-22.75,3.90,41.01
2017,9,3,0,25,00,1027.84,19.70,70.80,70.50,14.20,1.50,355.00,332.25,-22.75,4.90,41.63
2017,9,3,0,55,00,1027.86,19.70,70.70,69.80,14.10,3.00,93.00,70.25,-22.75,5.10,41.38
