/SiMCosta RJ-3 buoy 
/L1 data
/missing = NULL
/latitude = -22.983083
/longitude = -43.174472
/Sensor Mount = Buoy
/Acknowledging or Crediting SiMCosta as Information Source : (Product or data name) courtesy of the Brazilian Coastal Monitoring System - SiMCosta  (www.simcosta.furg.br)
/Disclaimer: All products published on this website are not intended to be used for navigational or operational purposes.
/*Magnetic Declination Reference: Chulliat, A., S. Macmillan, P. Alken, C. Beggan, M. Nair, B. Hamilton, A. Woods, V. Ridley, S. Maus and A. Thomson, 2014. The US/UK World Magnetic Model for 2015-2020, NOAA National Geophysical Data Center, Boulder, CO, doi: 10.7289/V5TH8JNW 
/YEAR MONTH DAY HOUR MINUTE SECOND: Date/Time Data Acquisition (UTC)
/Avg_Air_Press: Average Air Pressure (mb)
/Avg_Air_Tmp: Average Air Temperature (degree Celsius)
/Hmt: Instantaneous Humidity (%)
/Avg_Hmt: Average Humidity (%)
/Avg_DewP: Average Dew Point (degree Celsius)
/Avg_Wnd_Sp: Average Wind Speed (m/s)
/Avg_Wnd_Dir: Average Wind Direction (degree, magnetic north)
/Avg_Wnd_Dir_N: Average Wind Direction (degree, true north)
/M_Decl: Magnetic Declination (degree)
/Gust_Sp: Last Sampling Interval Gust Speed (m/s)
/Avg_Sol_Rad: Average Solar Radiation Reading (W/m²)
YEAR,MONTH,DAY,HOUR,MINUTE,SECOND,Avg_Air_Press,Avg_Air_Tmp,Hmt,Avg_Hmt,Avg_DewP,Avg_Wnd_Sp,Avg_Wnd_Dir,Avg_Wnd_Dir_N,M_Decl,Gust_Sp,Avg_Sol_Rad
2016,7,16,14,25,00,1009.28,25.80,77.00,70.30,19.80,7.90,264.00,241.37,-22.63,12.70,512.51
2016,7,16,15,25,00,1008.22,22.60,87.00,86.80,20.30,11.20,269.00,246.37,-22.63,13.30,390.16
2016,7,16,16,25,00,1007.54,22.30,89.10,89.10,20.50,11.50,262.00,239.37,-22.63,13.20,440.78
2016,7,16,17,25,00,1007.02,22.10,91.30,91.40,20.70,11.10,263.00,240.37,-22.63,13.20,340.65
2016,7,16,18,25,00,1007.76,22.20,89.80,90.20,20.50,12.30,267.00,244.37,-22.63,14.90,288.05
2016,7,16,19,25,00,1008.89,22.20,89.40,89.70,20.50,10.90,269.00,246.37,-22.63,13.40,157.94
2016,7,16,20,25,00,1010.33,22.30,85.50,86.40,19.90,7.50,270.00,247.37,-22.63,9.40,54.65
2016,7,16,21,25,00,1010.54,22.50,78.50,81.50,19.20,2.60,269.00,246.37,-22.63,3.80,41.58
2016,7,16,22,25,00,1011.37,23.00,79.50,76.70,18.70,2.30,195.00,172.37,-22.63,4.30,41.84
2016,7,16,23,25,00,1011.51,22.00,90.20,90.20,20.40,2.90,243.00,220.37,-22.63,3.80,41.34
2016,7,17,0,25,00,1012.72,22.20,89.20,88.70,20.20,7.60,255.00,232.37,-22.63,8.70,41.06
2016,7,17,1,25,00,1014.53,21.70,82.90,82.60,18.60,11.00,259.00,236.37,-22.63,13.90,41.16
2016,7,17,2,25,00,1015.24,21.30,79.90,79.90,17.70,10.40,256.00,233.37,-22.63,12.50,41.23
2016,7,17,3,25,00,1015.54,21.20,79.60,79.40,17.50,10.20,254.00,231.37,-22.63,12.30,39.49
2016,7,17,4,25,00,1015.10,20.80,80.40,79.00,17.00,9.80,259.00,236.37,-22.63,12.20,39.89
2016,7,17,5,25,00,1014.79,21.00,71.10,70.60,15.40,11.20,255.00,232.37,-22.63,13.60,40.06
2016,7,17,6,25,00,1014.63,20.70,72.50,71.10,15.30,9.70,252.00,229.37,-22.63,14.50,39.74
2016,7,17,7,25,00,1014.78,19.90,66.90,69.00,14.10,8.50,256.00,233.37,-22.63,12.90,39.12
2016,7,17,8,25,00,1014.91,19.90,74.00,72.40,14.80,8.60,262.00,239.37,-22.63,12.50,38.96
2016,7,17,9,25,00,1015.49,20.30,69.10,66.70,14.00,9.50,248.00,225.37,-22.63,12.70,36.73
2016,7,17,10,25,00,1016.40,19.50,66.70,69.80,13.90,9.60,259.00,236.37,-22.63,12.70,46.85
2016,7,17,11,25,00,1017.34,20.20,63.90,62.90,12.90,8.80,256.00,233.37,-22.63,10.80,66.69
2016,7,17,12,25,00,1018.13,20.00,69.20,69.10,14.20,9.10,257.00,234.37,-22.63,11.20,93.98
2016,7,17,13,25,00,1018.44,20.10,63.00,60.20,12.20,8.20,269.00,246.37,-22.63,10.00,151.92
2016,7,17,14,25,00,1018.10,20.10,65.40,65.10,13.30,7.70,258.00,235.37,-22.63,9.40,275.96
2016,7,17,15,25,00,1017.43,20.00,67.30,68.20,13.90,6.90,263.00,240.37,-22.63,8.60,170.37
2016,7,17,16,25,00,1016.51,19.70,66.90,67.60,13.60,8.20,260.00,237.37,-22.63,10.10,697.37
2016,7,17,17,25,00,1016.08,19.70,68.80,68.30,13.70,7.60,261.00,238.37,-22.63,9.70,469.85
2016,7,17,18,25,00,1015.99,19.60,69.00,69.20,13.80,8.00,255.00,232.37,-22.63,10.00,249.56
2016,7,17,19,25,00,1015.97,19.50,70.40,68.80,13.60,8.90,255.00,232.37,-22.63,10.80,194.09
2016,7,17,20,25,00,1016.61,19.20,68.90,70.20,13.70,9.30,258.00,235.37,-22.63,11.60,50.29
2016,7,17,21,25,00,1017.26,19.10,71.60,70.40,13.60,7.70,257.00,234.37,-22.63,10.50,36.72
2016,7,17,22,25,00,1017.83,19.10,71.30,70.70,13.70,7.40,256.00,233.37,-22.63,9.30,35.57
2016,7,17,23,25,00,1018.49,19.20,68.10,69.50,13.50,7.90,247.00,224.37,-22.63,9.90,36.19
2016,7,18,0,25,00,1019.25,19.10,70.70,69.90,13.50,8.20,246.00,223.37,-22.63,9.90,37.07
2016,7,18,1,25,00,1019.75,19.10,69.90,69.60,13.40,8.00,247.00,224.37,-22.63,9.80,35.66
2016,7,18,2,25,00,1019.83,19.00,69.50,70.30,13.50,8.30,250.00,227.37,-22.63,10.10,35.77
2016,7,18,3,25,00,1019.93,18.90,69.30,68.10,12.90,9.10,248.00,225.37,-22.63,11.30,36.47
2016,7,18,4,25,00,1019.84,18.90,64.50,65.90,12.40,8.10,246.00,223.37,-22.63,10.20,35.80
2016,7,18,5,25,00,1019.83,18.90,61.60,62.30,11.50,8.30,252.00,229.37,-22.63,10.70,36.01
2016,7,18,6,25,00,1020.06,18.90,58.10,61.40,11.40,7.20,250.00,227.37,-22.63,9.40,35.12
2016,7,18,7,25,00,1019.84,18.80,61.70,61.50,11.30,7.40,264.00,241.37,-22.63,9.70,37.09
2016,7,18,8,25,00,1019.75,18.70,57.60,60.00,10.80,6.80,259.00,236.37,-22.63,8.60,36.55
2016,7,18,9,25,00,1020.07,18.60,59.50,58.60,10.30,6.60,252.00,229.37,-22.63,8.20,36.51
2016,7,18,10,25,00,1021.34,18.60,57.90,58.50,10.30,7.00,248.00,225.37,-22.63,8.70,55.72
2016,7,18,11,25,00,1022.18,18.60,52.80,55.90,9.60,5.80,254.00,231.37,-22.63,7.70,102.93
2016,7,18,12,25,00,1022.95,18.60,57.80,56.40,9.70,5.10,249.00,226.37,-22.63,7.10,117.91
2016,7,18,13,25,00,1023.32,18.70,57.80,55.30,9.60,5.20,249.00,226.37,-22.63,6.90,384.98
2016,7,18,14,25,00,1023.12,18.70,58.40,56.60,9.90,5.40,252.00,229.37,-22.63,7.40,297.54
2016,7,18,15,25,00,1022.23,18.80,54.70,57.20,10.10,5.70,259.00,236.37,-22.63,7.90,563.51
2016,7,18,16,25,00,1021.67,18.80,55.70,58.10,10.40,6.40,252.00,229.37,-22.63,8.30,532.61
2016,7,18,17,25,00,1021.08,18.80,56.40,57.00,10.10,6.10,260.00,237.37,-22.63,8.30,502.40
2016,7,18,18,25,00,1020.91,18.90,56.00,58.10,10.50,6.30,257.00,234.37,-22.63,8.40,260.86
2016,7,18,19,25,00,1021.07,19.00,57.00,58.40,10.60,5.60,248.00,225.37,-22.63,7.60,261.96
2016,7,18,20,25,00,1021.47,18.90,58.10,57.30,10.20,5.70,247.00,224.37,-22.63,7.40,56.31
2016,7,18,21,25,00,1021.89,19.00,60.80,59.30,10.90,5.60,246.00,223.37,-22.63,7.30,38.92
2016,7,18,22,25,00,1022.53,19.10,57.10,58.50,10.80,4.80,263.00,240.37,-22.63,7.20,38.71
2016,7,18,23,25,00,1023.22,19.00,62.60,60.50,11.20,3.80,265.00,242.37,-22.63,5.70,39.21
2016,7,19,0,25,00,1023.91,18.90,61.60,61.90,11.40,5.20,257.00,234.37,-22.63,7.10,38.48
2016,7,19,1,25,00,1024.23,18.90,58.60,59.50,10.80,5.10,255.00,232.37,-22.63,6.70,39.93
2016,7,19,2,25,00,1024.04,18.80,59.20,59.90,10.80,5.30,251.00,228.37,-22.63,6.60,38.47
2016,7,19,3,25,00,1023.96,18.50,64.30,61.70,11.00,3.40,308.00,285.37,-22.63,4.80,38.31
2016,7,19,4,25,00,1023.36,18.20,62.50,63.60,11.20,3.30,285.00,262.37,-22.63,4.20,38.32
2016,7,19,5,25,00,1022.71,18.00,62.90,63.90,11.10,2.80,285.00,262.37,-22.63,3.80,37.99
2016,7,19,7,25,00,1022.08,17.90,64.70,63.70,10.90,1.90,320.00,297.37,-22.63,2.90,36.74
2016,7,19,8,25,00,1022.30,17.90,63.90,63.50,10.80,2.10,284.00,261.37,-22.63,3.00,37.26
2016,7,19,9,25,00,1022.70,17.70,63.90,63.50,10.70,2.30,320.00,297.37,-22.63,3.10,37.76
2016,7,19,10,25,00,1023.22,18.00,64.30,63.70,11.00,2.40,321.00,298.37,-22.63,3.40,114.52
2016,7,19,11,25,00,1023.36,18.50,58.50,57.90,10.10,2.10,328.00,305.37,-22.63,3.00,342.28
2016,7,19,12,25,00,1023.59,19.00,61.90,60.30,11.10,1.70,58.00,35.37,-22.63,3.30,518.11
2016,7,19,13,25,00,1023.73,19.10,66.70,66.00,12.60,2.90,98.00,75.37,-22.63,3.90,376.58
2016,7,19,14,25,00,1024.16,18.90,61.10,61.50,11.30,4.30,249.00,226.37,-22.63,5.90,254.11
2016,7,19,15,25,00,1023.28,19.00,63.30,63.00,11.80,3.80,270.00,247.37,-22.63,5.40,385.04
2016,7,19,16,25,00,1021.81,19.00,66.30,66.10,12.50,3.20,253.00,230.37,-22.63,4.40,708.92
2016,7,19,17,25,00,1020.86,19.00,69.10,66.50,12.60,2.40,221.00,198.37,-22.63,3.50,576.46
2016,7,19,18,25,00,1020.39,19.00,67.80,67.30,12.80,2.90,250.00,227.37,-22.63,3.80,452.17
2016,7,19,19,25,00,1020.24,19.20,65.10,66.20,12.80,1.30,205.00,182.37,-22.63,2.40,277.11
2016,7,19,21,25,00,1020.67,19.30,65.20,64.80,12.50,1.90,150.00,127.37,-22.63,2.90,40.72
2016,7,19,22,25,00,1020.80,19.40,64.20,65.50,12.70,1.70,155.00,132.37,-22.63,2.90,40.32
2016,7,19,23,25,00,1021.40,19.30,67.60,67.20,13.10,1.80,257.00,234.37,-22.63,2.90,39.69
2016,7,20,0,25,00,1021.41,19.50,68.50,68.40,13.50,1.60,162.00,139.37,-22.63,2.70,39.85
2016,7,20,1,25,00,1021.55,19.60,67.80,68.30,13.60,1.90,139.00,116.37,-22.63,3.00,39.72
2016,7,20,2,25,00,1021.40,19.50,68.40,69.10,13.70,1.40,132.00,109.37,-22.63,2.10,39.30
2016,7,20,3,25,00,1021.05,19.50,69.40,69.80,13.80,0.90,133.00,110.37,-22.63,1.70,38.95
2016,7,20,4,25,00,1020.31,19.50,72.50,71.80,14.30,1.70,38.00,15.37,-22.63,2.80,38.59
2016,7,20,5,25,00,1019.56,19.20,75.10,74.20,14.50,3.20,17.00,354.37,-22.63,4.50,36.67
2016,7,20,6,25,00,1019.00,18.70,75.80,76.20,14.40,2.40,13.00,350.37,-22.63,4.00,35.98
2016,7,20,7,25,00,1019.01,18.80,74.40,74.40,14.10,1.50,2.00,339.37,-22.63,2.50,37.25
2016,7,20,8,25,00,1019.26,19.20,69.30,70.10,13.60,1.50,263.00,240.37,-22.63,2.10,37.10
2016,7,20,9,25,00,1019.83,19.30,72.40,72.70,14.30,2.00,291.00,268.37,-22.63,2.70,36.69
2016,7,20,10,25,00,1020.36,19.40,71.40,70.80,13.90,1.80,310.00,287.37,-22.63,2.90,47.99
2016,7,20,11,25,00,1021.16,19.50,70.00,70.50,14.00,1.60,17.00,354.37,-22.63,3.00,100.54
2016,7,20,12,25,00,1021.70,19.80,70.50,70.00,14.20,2.20,273.00,250.37,-22.63,4.10,131.85
2016,7,20,13,25,00,1021.85,19.90,67.70,68.40,14.00,2.90,264.00,241.37,-22.63,4.00,157.96
2016,7,20,14,25,00,1021.50,19.10,77.60,77.90,15.20,5.20,272.00,249.37,-22.63,7.10,93.27
2016,7,20,15,25,00,1021.04,19.30,77.50,76.40,15.10,7.10,271.00,248.37,-22.63,8.40,96.29
2016,7,20,17,25,00,1019.97,19.00,81.90,81.90,15.80,7.60,264.00,241.37,-22.63,10.10,112.43
2016,7,20,18,25,00,1019.85,19.00,78.50,79.70,15.40,6.40,256.00,233.37,-22.63,8.20,60.48
2016,7,20,19,25,00,1020.12,19.00,77.30,77.40,14.90,7.70,268.00,245.37,-22.63,9.40,48.72
2016,7,20,20,25,00,1020.69,19.20,74.90,74.20,14.50,7.50,263.00,240.37,-22.63,9.20,37.84
2016,7,20,21,25,00,1020.78,19.30,71.50,71.30,14.00,7.90,261.00,238.37,-22.63,9.50,37.21
2016,7,20,22,25,00,1021.36,19.30,72.20,71.10,14.00,7.40,262.00,239.37,-22.63,8.70,37.32
2016,7,20,23,25,00,1021.75,19.50,70.00,70.10,13.90,5.10,277.00,254.37,-22.63,7.50,37.61
2016,7,21,0,25,00,1021.77,19.30,72.10,70.40,13.80,3.30,293.00,270.37,-22.63,4.90,37.80
2016,7,21,1,25,00,1022.07,19.20,70.90,70.80,13.80,2.90,287.00,264.37,-22.63,5.30,37.94
2016,7,21,2,25,00,1022.01,19.40,71.70,71.60,14.10,2.50,312.00,289.37,-22.63,4.20,37.91
2016,7,21,3,25,00,1021.77,19.50,73.30,72.90,14.50,2.60,287.00,264.37,-22.63,4.90,37.39
2016,7,21,4,25,00,1020.98,19.40,76.00,76.10,15.10,4.40,273.00,250.37,-22.63,6.60,36.53
2016,7,21,5,25,00,1020.27,19.30,76.60,76.40,15.00,4.00,290.00,267.37,-22.63,5.60,36.70
2016,7,21,6,25,00,1019.96,19.30,74.30,74.70,14.70,2.20,325.00,302.37,-22.63,4.50,36.08
2016,7,21,7,25,00,1019.86,19.30,76.70,76.70,15.10,3.70,288.00,265.37,-22.63,5.30,35.96
2016,7,21,8,25,00,1019.63,19.20,77.90,77.90,15.30,4.20,283.00,260.37,-22.63,5.60,35.64
2016,7,21,9,25,00,1020.19,19.20,76.90,78.00,15.30,4.30,276.00,253.37,-22.63,6.30,36.13
2016,7,21,10,25,00,1020.89,19.30,76.00,76.50,15.10,3.60,286.00,263.37,-22.63,5.00,41.96
2016,7,21,11,25,00,1021.51,19.40,75.00,75.10,14.90,2.50,312.00,289.37,-22.63,4.20,65.89
2016,7,21,12,25,00,1022.07,19.40,75.50,75.20,14.90,3.00,292.00,269.37,-22.63,4.90,84.13
2016,7,21,13,25,00,1022.18,19.60,73.80,74.80,15.00,3.80,284.00,261.37,-22.63,5.60,126.73
2016,7,21,14,25,00,1021.85,19.80,73.70,74.00,15.00,1.60,287.00,264.37,-22.63,2.90,209.60
2016,7,21,15,25,00,1021.40,19.70,75.90,74.90,15.10,4.80,267.00,244.37,-22.63,6.70,162.86
2016,7,21,16,25,00,1020.75,19.10,83.10,81.30,15.80,5.10,272.00,249.37,-22.63,6.70,116.14
2016,7,21,17,25,00,1020.15,19.20,78.30,78.20,15.30,4.10,285.00,262.37,-22.63,6.20,108.91
2016,7,21,18,25,00,1020.01,18.80,85.10,83.80,16.00,5.30,270.00,247.37,-22.63,7.10,62.72
2016,7,21,19,25,00,1020.06,18.50,87.10,86.80,16.30,3.50,252.00,229.37,-22.63,5.30,47.17
2016,7,21,20,25,00,1020.40,18.50,87.30,85.40,16.00,3.20,239.00,216.37,-22.63,4.10,41.19
2016,7,21,21,25,00,1020.78,18.70,85.20,85.20,16.20,4.20,257.00,234.37,-22.63,5.50,39.34
2016,7,21,22,25,00,1021.26,18.40,83.70,83.60,15.60,1.30,249.00,226.37,-22.63,2.10,41.26
2016,7,21,23,25,00,1021.81,18.20,88.90,88.50,16.20,2.00,232.00,209.37,-22.63,3.30,39.53
2016,7,22,0,25,00,1022.32,17.70,91.00,90.60,16.10,0.80,137.00,114.37,-22.63,1.30,39.01
2016,7,22,1,25,00,1022.47,17.60,92.50,92.40,16.30,1.60,39.00,16.37,-22.63,2.30,38.05
2016,7,22,2,25,00,1022.50,18.00,86.00,86.50,15.70,1.50,90.00,67.37,-22.63,2.20,40.37
2016,7,22,3,25,00,1022.69,18.60,85.70,85.30,16.10,1.80,43.00,20.37,-22.63,3.00,40.10
2016,7,22,4,25,00,1022.44,18.50,87.50,87.30,16.30,3.50,20.00,357.37,-22.63,4.80,41.67
2016,7,22,5,25,00,1021.71,18.60,86.60,86.30,16.20,3.80,24.00,1.37,-22.63,5.10,41.28
2016,7,22,6,25,00,1021.55,18.50,86.60,85.90,16.10,4.30,17.00,354.37,-22.63,6.30,41.32
2016,7,22,7,25,00,1021.43,18.30,85.30,85.30,15.80,2.60,11.00,348.37,-22.63,3.50,41.01
2016,7,22,8,25,00,1021.70,18.50,83.10,83.00,15.60,2.60,15.00,352.37,-22.63,4.00,40.80
2016,7,22,9,25,00,1022.19,18.60,84.90,83.70,15.80,2.50,3.00,340.37,-22.63,3.80,41.72
2016,7,22,10,25,00,1023.01,18.60,82.60,83.20,15.70,2.60,8.00,345.37,-22.63,3.60,55.23
2016,7,22,11,25,00,1023.44,18.80,79.00,79.80,15.20,1.80,323.00,300.37,-22.63,2.70,66.01
2016,7,22,12,25,00,1024.28,19.10,76.40,77.00,15.00,1.40,2.00,339.37,-22.63,2.20,153.03
2016,7,22,13,25,00,1024.46,19.50,72.90,73.60,14.70,0.90,308.00,285.37,-22.63,1.50,227.61
2016,7,22,14,25,00,1024.08,19.90,73.20,73.10,14.90,2.90,266.00,243.37,-22.63,3.70,343.77
2016,7,22,15,25,00,1023.63,19.80,72.80,72.70,14.80,3.10,258.00,235.37,-22.63,4.50,307.03
2016,7,22,16,25,00,1022.71,19.90,70.60,71.50,14.60,3.80,260.00,237.37,-22.63,4.60,299.36
2016,7,22,17,25,00,1021.78,20.20,68.20,66.90,13.80,4.00,247.00,224.37,-22.63,5.00,360.13
2016,7,22,18,25,00,1021.52,19.90,69.60,69.60,14.20,4.20,263.00,240.37,-22.63,4.90,270.32
2016,7,22,19,25,00,1021.54,20.00,70.10,69.50,14.30,3.70,265.00,242.37,-22.63,4.50,165.87
2016,7,22,20,25,00,1021.85,19.90,68.60,69.30,14.10,3.20,265.00,242.37,-22.63,4.10,66.89
2016,7,22,21,25,00,1022.09,20.00,68.70,69.30,14.20,3.10,277.00,254.37,-22.63,4.00,44.02
2016,7,22,22,25,00,1022.65,20.10,67.00,68.90,14.20,2.20,281.00,258.37,-22.63,3.00,42.87
2016,7,22,23,25,00,1023.27,20.10,66.90,67.90,14.00,1.60,267.00,244.37,-22.63,2.50,42.90
2016,7,23,0,25,00,1023.63,20.20,68.10,67.20,13.90,1.20,309.00,286.37,-22.63,2.30,43.29
2016,7,23,1,25,00,1023.95,19.70,81.60,79.50,16.10,5.50,30.00,7.37,-22.63,7.80,42.22
2016,7,23,2,25,00,1023.95,19.20,80.80,81.90,16.10,4.00,35.00,12.37,-22.63,5.70,42.42
2016,7,23,3,25,00,1023.53,19.30,81.40,81.20,16.00,3.30,36.00,13.37,-22.63,4.40,42.67
2016,7,23,4,25,00,1023.48,19.00,78.90,80.50,15.60,3.30,39.00,16.37,-22.63,4.60,42.72
2016,7,23,5,25,00,1022.85,18.90,78.70,78.80,15.20,1.90,17.00,354.37,-22.63,2.70,42.28
2016,7,23,6,25,00,1022.41,18.90,79.30,79.50,15.20,1.40,32.00,9.37,-22.63,2.50,42.58
2016,7,23,7,25,00,1022.19,18.90,78.40,78.90,15.10,1.70,24.00,1.37,-22.63,2.60,41.15
2016,7,23,8,25,00,1022.37,19.10,74.70,74.70,14.50,1.50,34.00,11.37,-22.63,2.10,40.91
2016,7,23,9,25,00,1022.76,19.20,73.50,73.40,14.40,1.80,23.00,0.37,-22.63,2.50,41.27
2016,7,23,10,25,00,1022.91,19.30,75.20,75.30,14.80,2.20,23.00,0.37,-22.63,2.90,70.92
2016,7,23,11,25,00,1023.25,19.70,72.70,71.90,14.50,1.70,21.00,358.37,-22.63,2.40,248.86
2016,7,23,12,25,00,1023.98,20.20,71.20,71.30,14.80,2.50,31.00,8.37,-22.63,3.60,340.02
2016,7,23,13,25,00,1024.06,20.50,70.80,71.00,15.10,1.20,83.00,60.37,-22.63,1.90,646.99
2016,7,23,14,25,00,1023.70,20.40,73.10,71.90,15.20,1.80,179.00,156.37,-22.63,2.60,690.13
2016,7,23,15,25,00,1022.89,21.10,73.00,73.20,16.10,0.70,133.00,110.37,-22.63,1.50,751.88
2016,7,23,16,25,00,1021.81,21.60,80.40,79.50,17.90,5.20,130.00,107.37,-22.63,6.60,685.15
2016,7,23,17,25,00,1020.78,21.60,79.70,79.70,17.90,6.40,131.00,108.37,-22.63,7.70,592.17
2016,7,23,18,25,00,1020.30,21.70,81.00,80.30,18.20,6.80,136.00,113.37,-22.63,8.50,431.30
2016,7,23,19,25,00,1020.32,21.60,80.40,80.60,18.20,7.90,128.00,105.37,-22.63,9.90,253.90
2016,7,23,20,25,00,1020.34,21.50,81.30,81.30,18.20,7.70,120.00,97.37,-22.63,9.10,67.88
